"group_type_id","Visit (Years)","estimate","LCL","UCL"
1,0,0,NA,NA
2,0,0,NA,NA
1,1,0.295741800876942,0.183878494844403,0.407605106909481
2,1,-0.167584387291188,-0.298195091386587,-0.036973683195789
1,2,0.368811289757103,0.251664080132364,0.485958499381842
2,2,0.0578572261965182,-0.078968106047145,0.194682558440181
1,3,0.334669382009779,0.218453443682488,0.450885320337071
2,3,0.0119663326680663,-0.124279042787467,0.1482117081236
