"group_type_id","Visit (Years)","estimate","LCL","UCL"
"1",0,0,NA,NA
"2",0,0,NA,NA
"1",1,0.180095391876195,0.149242206917246,0.210948576835144
"2",1,0.328340700563631,0.291546498120588,0.365134903006675
"1",2,0.150840124904865,0.119231271085404,0.182448978724325
"2",2,0.339497173808861,0.302646306808677,0.376348040809045
"1",3,0.066029087781083,0.0319539239181417,0.100104251644024
"2",3,0.239821536737533,0.200880060067352,0.278763013407715
