"group_type_id","Visit (Years)","estimate","LCL","UCL"
1,0,0,NA,NA
2,0,0,NA,NA
1,1,0.0943872504491789,0.0635112675827835,0.125263233315574
2,1,0.188599927416926,0.152550330126705,0.224649524707147
1,2,0.0771466538384602,0.0447665289807098,0.10952677869621
2,2,0.161396867119022,0.123613626974986,0.199180107263058
1,3,0.035003235105025,0.00289619704127259,0.0671102731687773
2,3,0.105924065516126,0.0683578647007798,0.143490266331472
