"group_type_id","Visit (Years)","estimate","LCL","UCL"
1,0,0,NA,NA
2,0,0,NA,NA
1,1,0.219129842950506,0.187122611697848,0.251137074203164
2,1,0.378557374666717,0.339943789740714,0.417170959592721
1,2,0.19360514252884,0.161271031327263,0.225939253730418
2,2,0.383575927204846,0.344848964413815,0.422302889995878
1,3,0.105813689807821,0.0744062617963899,0.137221117819253
2,3,0.281169229371314,0.243698702254679,0.318639756487948
