"group_type_id","Visit (Years)","estimate","LCL","UCL"
1,0,0,NA,NA
2,0,0,NA,NA
1,1,0.209186431289185,0.179929985744985,0.238442876833384
2,1,0.365861916350513,0.331560098401924,0.400163734299102
1,2,0.190677053323704,0.160034609004388,0.22131949764302
2,2,0.380424959753786,0.344540726834861,0.416309192672712
1,3,0.101257604562236,0.0708375402564306,0.131677668868042
2,3,0.282559452865219,0.246836909907746,0.318281995822692
