"group_type_id","rc_trial_time","est","LCL","UCL"
1,"1",12.6043236161175,12.4818561875995,12.7267910446356
2,"1",12.6227466404425,12.5002390784059,12.7452542024791
1,"10",12.9000654169945,12.7671494765387,13.0329813574502
2,"10",12.4551622531513,12.3061126570887,12.604211849214
1,"11",12.9731349058746,12.835742341616,13.1105274701333
2,"11",12.680603866639,12.526079442661,12.835128290617
1,"12",12.9389929981273,12.8023936119208,13.0755923843338
2,"12",12.6347129731106,12.4807018423597,12.7887241038614
