"group_type_id","Visit (Years)","estimate","LCL","UCL"
"1",0,0,NA,NA
"2",0,0,NA,NA
"1",1,0.207478293939741,0.176646706883591,0.238309880995891
"2",1,0.377242699908105,0.340466618028961,0.41401878178725
"1",2,0.186739240528843,0.155151467925035,0.21832701313265
"2",2,0.394036669056317,0.357203894742846,0.430869443369788
"1",3,0.100618016703455,0.0665624073185676,0.134673626088343
"2",3,0.293836613761457,0.254912258015779,0.332760969507135
