"group_type_id","Visit (Years)","estimate","LCL","UCL"
1,0,0,NA,NA
2,0,0,NA,NA
1,1,0.29641030474328,0.255807710772878,0.337012898713683
2,1,0.471207530752756,0.424280413252998,0.518134648252513
1,2,0.274849978754539,0.232380125623866,0.317319831885212
2,2,0.486286064671021,0.437202429139236,0.535369700202806
1,3,0.273821747621144,0.231655825077134,0.315987670165154
2,3,0.464961780246966,0.416098352323303,0.51382520817063
